document_id,canonical_id,title,source,document_type,source_tier,primary_section,secondary_sections,confidence,evidence_level,reason_for_review,url,local_path
10.1501/csaum_0000000054,CAN_66AEC1594FA884B77434,Yozgat ili seracılığında jeotermal enerjinin kullanım olanakları,openalex,journal_article,TIER_B,3,5.9.1;5.8;1.4.2;1.5.2,0.3754,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1501/csaum_0000000054,
10.1504/ijisd.2026.10076556,CAN_86577619809FEEED2C98,Graph neural network model for cable tunnel cost prediction under high-dimensional construction data,crossref,journal_article,TIER_B,6.2.2,6.2;5.7.1;2.4;1.4.1,0.3746,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1504/ijisd.2026.10076556,
url:https://dergipark.org.tr/tr/pub/makufebed/issue/19428/206611,CAN_1762218D1EAFE4F13301,Püskürtme Beton Uygulamaları ve Kullanım Alanları,openalex,journal_article,TIER_B,5.9.1,3;2.4.3;1.4.2;1.5.2,0.3744,ABSTRACT,classification_status_not_allowed,https://dergipark.org.tr/tr/pub/makufebed/issue/19428/206611,
10.1109/JEDS.2015.2390591,CAN_34DF599E86C1D5867496,Tunnel Field-Effect Transistors: Prospects and Challenges,doaj,journal_article,TIER_B,5.7,5.7.2;1.4;2.4;5.4.2,0.3743,ABSTRACT,classification_status_not_allowed,https://ieeexplore.ieee.org/document/7006647/,
10.1016/j.aap.2013.03.032,CAN_A0D44B40B4260A20063E,A conceptual framework for road safety and mobility applied to cycling safety,openalex,journal_article,TIER_B,4,2.4.2.1;1.4;1.5;1.4.1,0.5312,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1016/j.aap.2013.03.032,
10.1038/s41598-026-39122-1,CAN_D940AE508E47118DD0A4,Carbon reduction potential and selection strategies of emerging construction-phase technologies.,europe_pmc,journal_article,TIER_B,5.7,5.7.2;2.4;5.7.1;1.4,0.5304,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12953918,
10.32739/uha.id.12652,CAN_92BA9137FAE693F8DEAD,Eliyle iş yapanların hastalığı: Karpal Tünel Sendromu,crossref,journal_article,TIER_B,5.9.1,1.5.2;6.2.1;1.4;1.4.2,0.3735,ABSTRACT,classification_status_not_allowed,https://doi.org/10.32739/uha.id.12652,
10.30569/adiyamansaglik.993766,CAN_227968F7DBB4895FB3AD,Bir ağır araç bakım ve onarım fabrikasında çalışan işçilerin kas iskelet sistemi rahatsızlıklarının ve analjezik kullanımlarının değerlendirilmesi,crossref,journal_article,TIER_B,5.9.1,2.4.3;3;5.8;1.5.2,0.3735,ABSTRACT,classification_status_not_allowed,https://doi.org/10.30569/adiyamansaglik.993766,
10.3390/ma19101922,CAN_5753C316C69D23B35E57,Alkaline Chemical Polishing Combined with Silane Electrodeposition for Improving Etched Tunnel Distribution in Aluminum Foil.,europe_pmc,journal_article,TIER_B,2.4,5.4.2;5.4.1;5.7.1;1.4,0.3735,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13208853,
10.1038/s41598-025-92469-9,CAN_31553A02A202121C38E1,Enhanced probabilistic prediction of pavement deterioration using Bayesian neural networks and cuckoo search optimization.,europe_pmc,journal_article,TIER_B,5.7.1,5.4;5.4.1;2.4.2;5.5.2.1,0.6064,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC11906751,
10.1126/science.1218461,CAN_064BA21F3729B04DE8BC,Field-Effect Tunneling Transistor Based on Vertical Graphene Heterostructures,openalex,journal_article,TIER_B,5.7.2,2.4;5.4.2;5.7;1.4.1,0.373,ABSTRACT,classification_status_not_allowed,http://arxiv.org/abs/1112.4999,
10.2339/politeknik.971343,CAN_47DF3DE094019C32FAD8,Effects of Slab Types on the Seismic Behavior and Construction Cost of RC Buildings,crossref,journal_article,TIER_B,2.4.3,5.7;2.4;5.5.2.1;6.2.1,0.3726,ABSTRACT,classification_status_not_allowed,https://doi.org/10.2339/politeknik.971343,
10.1371/journal.pcbi.1002708,CAN_9605938BBEFB13C1A135,CAVER 3.0: A Tool for the Analysis of Transport Pathways in Dynamic Protein Structures,openalex,journal_article,TIER_B,2.4,1.3;5.4.1;2.4.2;2.2.3,0.3725,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1371/journal.pcbi.1002708,
10.1186/s13018-025-06651-w,CAN_BEEC2B2E06B1E2EC75FE,Optimizing medial patellofemoral ligament reconstruction: a randomized trial of 3D-printed guide plates for enhanced femoral tunnel accuracy and early functional recovery.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.5.2.1;2.2;5.7.1,0.3725,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12896106,
10.30713/2413-5011-2019-8(332)-4-10,CAN_F759D3C2FE1616ED5E1A,PROBLEMS SOLUTION OF OIL AND GAS DEPOSITS GEOMETRIZATION OF THE APTIAN-ALBIAN AGE IN THE NORTH-EAST OF THE WEST SIBERIA,crossref,journal_article,TIER_B,2.4.1,2.4.1.1;2.4;5.4.1;2.2,0.5318,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.30713/2413-5011-2019-8(332)-4-10,
10.30910/turkjans.1150916,CAN_6EECE109544E9EF8F7CB,Bayramiç Ezine Ovaları Sulama Birliği’nde Bakım Onarım Masraflarının Değerlendirilmesi,crossref,journal_article,TIER_B,3,5.8;5.9.1;2.4.3;6.2.1,0.3717,ABSTRACT,classification_status_not_allowed,https://doi.org/10.30910/turkjans.1150916,
10.1063/1.1923766,CAN_BBDB82A2D4BB9CFB88E5,Characteristics of a tunneling quantum-dot infrared photodetector operating at room temperature,openalex,journal_article,TIER_B,5.4.2,5.7.2;5.7;1.4.1;1.4,0.3717,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1063/1.1923766,
10.1016/0886-7798(95)00041-0,CAN_73AB469558A6A12644B8,"Site-based research in pipe jacking—objectives, procedures and a case history",crossref,journal_article,TIER_B,2.4,1.4;2.4.1;2.2;5.9.2,0.3715,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1016/0886-7798(95)00041-0,
10.3390/plants14192983,CAN_183D580DDDB6462465BA,Implementation of a Tunnel System for Scaling-Out High-Quality Cassava Planting Material,doaj,journal_article,TIER_B,1.4,2.2;5.4.1;2.4;5.7,0.3715,ABSTRACT,classification_status_not_allowed,https://www.mdpi.com/2223-7747/14/19/2983,
10.1016/j.jvir.2013.05.034,CAN_417F9D92803EDDA3D965,Natural History of Tunneled Dialysis Catheters Placed for Hemodialysis Initiation,openalex,journal_article,TIER_A,1.4.1,1.4;1.3;1.5;2.2,0.3714,TITLE_METADATA_ONLY,classification_status_not_allowed,https://www.ncbi.nlm.nih.gov/pmc/articles/4034175,
10.1038/s41598-026-42590-0,CAN_E6E759785F1DD03BB653,Multi-criteria inventory classification considering demand stability.,europe_pmc,journal_article,TIER_B,5.6,5.7.1;1.2;1.4;5.4.2,0.5278,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13039376,
10.12731/2227-930x-2017-2-56-63,CAN_C486325C1541C0F1B474,CALCULATION PECULIARITIES OF RE-PROCESSED ROAD COVERING UNIT COST,crossref,journal_article,TIER_B,6.2.2,5.9.2;6.2;1.4.1;1.4,0.531,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.12731/2227-930x-2017-2-56-63,
10.1088/0264-9381/28/18/183001,CAN_503300488EBBF5A7F592,Tunnelling methods and Hawking's radiation: achievements and prospects,openalex,journal_article,TIER_B,2.2,1.3;1.3.1;5.7.2;1.4.1,0.7234,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1088/0264-9381/28/18/183001,
10.1186/1750-1172-2-41,CAN_EDBF435F6507640F06BC,Aorto-ventricular tunnel,openalex,journal_article,TIER_B,5.4.1,1.5;1.4.1;1.3;1.5.1,0.5273,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1186/1750-1172-2-41,
10.1177/1753193420953990,CAN_8EBC4948AA2B6EFF16D4,"Radial tunnel syndrome: definition, distinction and treatments",crossref,journal_article,TIER_B,5.9,5.9.2;1.4;1.4.1;2.4,0.3706,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1177/1753193420953990,
10.1038/s41598-025-20331-z,CAN_A27C061D8302581E6B61,Fast highway abandoned object detection via block-based multi-group foreground extraction.,europe_pmc,journal_article,TIER_B,2.4.1.1,5.4.1;2.4.2;1.4;2.4.1.2,0.3705,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12559225,
10.1038/s41598-026-46475-0,CAN_45935FF56B7740E6A0A6,EVA-YOLOv8: an improved YOLOv8 model integrating multi-scale attention mechanism and vision transformer for multi-class road crack detection.,europe_pmc,journal_article,TIER_B,5.4.1,5.4;1.4;5.7.1;2.4,0.6037,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13216579,
10.3390/s25154836,CAN_FF544B681C66EADF8534,Survey on the Application of Robotics in Archaeology.,europe_pmc,journal_article,TIER_B,1.3,2.4.1;2.4.1.1;2.4;2.2,0.3703,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12349394,
10.12792/jiiae.4.153,CAN_F1A29A4FEBF77538AAD7,Road Surface Mapping using Kinect Sensor for Road Maintenance,crossref,journal_article,TIER_B,1.4.1,5.9.2;1.4;2.4;5.7.1,0.3703,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.12792/jiiae.4.153,
10.7860/jcdr/2016/22656.8622,CAN_7D16D2AB7A3CD666B958,Continuous Ambulatory Peritoneal Dialysis Catheter Tunnel Breakdown and its Repair,crossref,journal_article,TIER_B,5.4.1,5.9.2;5.9;1.5;1.4.1,0.6029,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.7860/jcdr/2016/22656.8622,
10.14744/tasarimkuram.2020.42204,CAN_EF6E0995D30F9B41BD61,"Bakım, Onarım ve Yükseltmeyi Destekleyen ve Kullanıcı Katılımını Güçlendiren Sürdürülebilirlik İçin Tasarım Yaklaşımları",crossref,journal_article,TIER_B,2.4.3,5.9.1;6.2.1;3;1.5.2,0.3698,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.14744/tasarimkuram.2020.42204,
10.21823/2311-2905-2016-0-1-85-95,CAN_4592E1995E4B36B33770,"CORRELATION BETWEEN TUNNEL POSITION ACCORDING TO RADIOLOGICAL DATA AFTER ACL RECONSTRUCTION, SURGEON’S TUNNEL ESTIMATION DURING SURGERY AND ANTROPOMETRIC CHARACTERISTICS OF THE PATIENT",crossref,journal_article,TIER_B,1.4,1.5;5.4.1;5.9;5.9.2,0.3695,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.21823/2311-2905-2016-0-1-85-95,
10.1063/1.2937077,CAN_103361DE96676359680D,On the need for a tunneling pre-factor in Fowler–Nordheim tunneling theory,openalex,journal_article,TIER_B,1.3,2.4;2.2;5.7;5.7.2,0.3695,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1063/1.2937077,
10.1016/j.shj.2024.100348,CAN_8DE274F126919084EA87,Transcatheter Edge-to-Edge Repair of Common Atrioventricular Valve Regurgitation in the Setting of a Lateral Tunnel Fontan Circulation,crossref,journal_article,TIER_B,5.4.1,1.5;1.4;5.5.2.1;2.4,0.6026,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1016/j.shj.2024.100348,
10.1126/science.1126230,CAN_9158B89349C6E965DBCA,Tunneling Across a Ferroelectric,openalex,journal_article,TIER_B,1.4.1,5.7.2;1.4;2.2;5.7,0.3692,ABSTRACT,classification_status_not_allowed,https://digitalcommons.unl.edu/physicstsymbal/22,
10.1021/acs.jafc.6c02816,CAN_7CDF358AA8B8518BFBBB,Fungal Rutinosidase─Engineering of a Side Tunnel Steers Its Transglycosylation Potential.,europe_pmc,journal_article,TIER_B,5.4.1,2.4;1.3;5.7.1;5.5.2.1,0.3691,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13237774,
10.3390/polym17243272,CAN_7C772DC365A51A361F4E,"Polymer-Based Flame-Retardant Asphalt: A Comprehensive Review of Materials, Performance, and Evaluation Methods.",europe_pmc,journal_article,TIER_B,5.9.2,1.4;1.4.1;2.4;1.5.1,0.6488,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12736601,
10.1186/s12886-026-04980-w,CAN_0B7A12FABCEE9FCD2642,Needle bevel-guided standardisation of scleral tunnel formation in intrascleral haptic fixation: a quantitative geometric analysis.,europe_pmc,journal_article,TIER_B,2.4,2.4.2;1.4;2.2;2.4.2.2,0.5273,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13248240,
10.1002/aenm.201501005,CAN_F5BFE16D44661CB36D4D,A Novel High Capacity Positive Electrode Material with Tunnel‐Type Structure for Aqueous Sodium‐Ion Batteries,openalex,journal_article,TIER_A,5.7,5.7.2;5.4.1;5.4.2;2.2,0.529,ABSTRACT,classification_status_not_allowed,https://www.osti.gov/biblio/1214527,
10.18521/ktd.01402,CAN_EFFC22567CA20C71157F,İdiyopatik Karpal Tünel Sendromunda Lipid Profili Bozuklukları,crossref,journal_article,TIER_B,5.9.1,2.4.3;1.5;1.5.2;6.2.1,0.3688,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.18521/ktd.01402,
10.1088/0957-0233/26/2/025901,CAN_3145D30A8642EAC13BC2,Large carbon cluster thin film gauges for measuring aerodynamic heat transfer rates in hypersonic shock tunnels,openalex,journal_article,TIER_B,5.4.2,5.7.2;1.5.1;5.7;2.4.1.1,0.3687,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1088/0957-0233/26/2/025901,
10.1038/s41467-017-00696-0,CAN_DF9452B7468EEBD6D909,Late Permian wood-borings reveal an intricate network of ecological relationships,doaj,journal_article,TIER_B,1.3,1.3.1;2.4;5.4.1;2.2,0.3687,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1038/s41467-017-00696-0,
10.1145/354871.354874,CAN_DFDEF24B06338413C468,The click modular router,openalex,journal_article,TIER_B,2.4,2.4.3;1.4;1.4.1;5.4.2,0.3686,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1145/354871.354874,
10.1088/0957-4484/21/1/015201,CAN_502542E046D14EE542AA,Output power of a double tunneling-injection quantum dot laser,openalex,journal_article,TIER_B,5.7.2,5.7;5.4.2;1.4.1;2.2,0.3685,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1088/0957-4484/21/1/015201,
10.1016/j.atmosenv.2017.05.014,CAN_4011FD0DDBF1411AFC66,Air pollution abatement performances of green infrastructure in open road and built-up street canyon environments – A review,openalex,journal_article,TIER_B,1.4,2.4;5.7.2;5.7;1.4.1,0.3683,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1016/j.atmosenv.2017.05.014,
10.1039/d6sc02363k,CAN_B65A74E3A9972C4EE1CE,Atomic modulation of Na + transport channels to enhance rate and cycling performance of tunnel-type sodium manganese oxides.,europe_pmc,journal_article,TIER_B,5.7,5.7.2;5.4.1;5.7.1;2.2,0.5282,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13196341,
10.1007/s10021-001-0052-x,CAN_EC9557BC373081ECA95B,Increasing Feldspar Tunneling by Fungi across a North Sweden Podzol Chronosequence,openalex,journal_article,TIER_B,2.4.1,2.4;2.4.1.1;1.4;5.7.1,0.3681,TITLE_METADATA_ONLY,classification_status_not_allowed,https://research.wur.nl/en/publications/increasing-feldspar-tunneling-by-fungi-across-a-north-sweden-podz,
url:http://marine-eng.ir/article-1-409-en.html,CAN_65E4E470D1A4C7D8240B,Development of a Numerical-Semi Empirical Model to Estimate Hydrodynamic Derivatives of an AUV,doaj,journal_article,TIER_B,2.2.3,1.4;5.7;2.4;2.2,0.3681,ABSTRACT,classification_status_not_allowed,http://marine-eng.ir/article-1-409-en.html,
10.22139/jobs.328585,CAN_EF2CEB65F51938A3DCE8,Toplam Verimli Bakım Uygulayan Bir İşletmede Bakım Personelinin Performans Değerleme Puanlarının Entropi Tabanlı VİKOR Sıralaması ile Karşılaştırılması,crossref,journal_article,TIER_B,5.9.1,5.8;1.5.2;1.4.2;2.4.3,0.3679,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.22139/jobs.328585,
10.1016/j.buildenv.2016.02.004,CAN_2949D35830CF9A022222,Pedestrian-level wind conditions around buildings: Review of wind-tunnel and CFD techniques and their accuracy for wind comfort assessment,openalex,journal_article,TIER_B,5.7.2,1.4;5.7;2.4;1.5.1,0.3677,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1016/j.buildenv.2016.02.004,
10.1016/j.eats.2024.103381,CAN_CB8F57E81574E160A9BC,Technique for Grafting Preexisting Bone Tunnels During the First Stage of Revision Anterior Cruciate Ligament Reconstruction,crossref,journal_article,TIER_B,1.4,2.4;2.4.1.1;5.4.1;5.5.2.1,0.3677,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1016/j.eats.2024.103381,
10.1038/s41467-023-38608-0,CAN_879F536BA4D3578F72C0,Bimodal ionic photomemristor based on a high-temperature oxide superconductor/semiconductor junction,doaj,journal_article,TIER_B,5.7.2,5.4.2;5.7;1.4.1;2.2,0.3677,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1038/s41467-023-38608-0,
10.33871/23594373.2024.26.02.9345,CAN_5930889733668DC400D7,An arboreal ant that inhabits tunnels is recorded for the first time in the South region of Brazil,crossref,journal_article,TIER_B,1.3,1.2;2.2;2.4;1.4,0.3676,ABSTRACT,classification_status_not_allowed,https://doi.org/10.33871/23594373.2024.26.02.9345,
10.3390/diagnostics16111688,CAN_4FF856E3F4DDC8D2A22C,A Consistent Landmark for Tibial Tunnel Placement in Arthroscopic Remnant-Preserving Posterior Cruciate Ligament Reconstruction: Use of Champagne-Glass Drop-Off and Lateral Cartilage Point-A Retrospective Case Series.,europe_pmc,journal_article,TIER_B,5.9,2.4;1.4;5.4.1;5.5.2.1,0.5217,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13257378,
10.1016/j.hcl.2007.05.002,CAN_4D513CED991A55F1156C,Natural History and Conservative Management of Cubital Tunnel Syndrome,openalex,journal_article,TIER_B,1.4,5.9;1.3;5.9.2;1.4.1,0.3675,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1016/j.hcl.2007.05.002,
10.1097/00006534-200002000-00074,CAN_73DDD5686D592CB22B4D,Operating on Cubital Tunnel Syndrome without Electrodiagnostics,crossref,journal_article,TIER_B,5.9,1.4;5.4.1;5.9.2;1.4.1,0.3674,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1097/00006534-200002000-00074,
10.22098/mmws.2022.11395.1128,CAN_5193F24286CE56AEAE3C,The effect of coal mining on the accumulation of Pb and Zn and their spatial distribution in the surface soil of Komarzd,doaj,journal_article,TIER_B,2.4.1.1,2.4.1;5.4.1;1.4;2.2.1,0.3671,ABSTRACT,classification_status_not_allowed,https://mmws.uma.ac.ir/article_1795_677aa282ea054b19795af871efc3141c.pdf,
10.1007/s10955-010-0030-9,CAN_78DDAC19627E735B6C94,Tunneling and Metastability of Continuous Time Markov Chains,openalex,journal_article,TIER_B,1.4,1.4.1;5.7.1;2.4;5.9.2,0.3669,TITLE_METADATA_ONLY,classification_status_not_allowed,http://arxiv.org/abs/0910.4088,
10.1016/s1369-7021(08)70238-4,CAN_6D6857A24B0BA18D4394,Inelastic electron tunneling spectroscopy,openalex,journal_article,TIER_B,5.7.2,5.7;5.4.2;1.4.1;1.4,0.3669,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1016/s1369-7021(08)70238-4,
10.1371/journal.pone.0341404,CAN_8EFC05FDD6B8D93DB477,A novel application tunnel in combination with medical training reduces stress induced by frequent intraperitoneal injections and blood draws in mice.,europe_pmc,journal_article,TIER_B,1.4,5.4.1;2.2;5.9.2;5.9,0.3669,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13152133,
url:https://arxiv.org/pdf/2607.01850v1,CAN_4965692A07AEEAEF3B92,Technical Debt Friction for Maintenance Prioritization: An Industrial Multi-Case Study,arxiv,journal_article,TIER_B,5.9.2,5.7.1;5.4.2;5.5.2.2;1.4,0.5927,ABSTRACT,classification_status_not_allowed,https://arxiv.org/abs/2607.01850v1,
10.1002/atn2.70007,CAN_EDA2B79DFF3C71949645,Chronic Patellar Tendon Reconstruction Using Ipsilateral Peroneus Longus Autograft.,europe_pmc,journal_article,TIER_B,5.4.1,5.5.2.1;2.4;2.2;1.4,0.5258,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13307205,
10.1016/j.hansur.2024.102007,CAN_6C4C0ABA0601EC61B3FC,New option for TFCC repair: Single tunnel transosseous arthroscopic repair,crossref,journal_article,TIER_B,5.4.1,5.9;5.9.2;1.4;5.5.2.1,0.5987,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1016/j.hansur.2024.102007,
10.1006/mare.2000.0133,CAN_6170C4C66689C8F0C1BA,Incorporating environmental factors into a highway maintenance cost model,crossref,journal_article,TIER_B,4.3.5,5.9.2;5.7.1;1.4;5.6,0.5957,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1006/mare.2000.0133,
10.1103/revmodphys.80.1337,CAN_F7CCD31355A3B23C5415,Colloquium : Andreev reflection and Klein tunneling in graphene,openalex,journal_article,TIER_B,2.4,1.4.1;5.7.2;5.4.1;2.2,0.3665,ABSTRACT,classification_status_not_allowed,http://arxiv.org/abs/0710.3848,
10.22108/sppl.2022.125264.1539,CAN_39A66C1F981F2CDD575D,"The Role of Urban Design Qualities in Metro Stations Approaching Indigenous Patterns:(Case Imam Khomeini, Haft-e-Tir, and Enghelab Stations in Focus)",doaj,journal_article,TIER_B,2.4,1.4;2.2;1.3;1.2,0.3663,ABSTRACT,classification_status_not_allowed,https://sppl.ui.ac.ir/article_26572_9265cb311279fb308f8935c632ea5ec2.pdf,
10.1007/s40257-026-01011-8,CAN_73F7337B271509BF868B,Defining Moderate Disease and Progression in Hidradenitis Suppurativa: An Expert Framework to Unlock the Window of Opportunity for Prompt Treatment.,europe_pmc,journal_article,TIER_B,1.4,5.4.1;5.9;2.4;5.5.2.1,0.3663,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13032953,
10.31590/ejosat.1077753,CAN_0F7ED37C6647541F8701,İçmesuyu Dağıtım Sistemlerinde Arıza Bakım Onarım Süreçlerinin İzlenmesi için Performans Göstergeleri,crossref,journal_article,TIER_B,5.9.2,2.4.3;5.9.1;1.5.2;1.4,0.3662,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.31590/ejosat.1077753,
10.1021/acsomega.6c00200,CAN_A77C1F055E11554A53A0,Three-Dimensional Numerical Simulation and Experimental Verification of Near-Wellbore Hydraulic Fracture Propagation in Shale Oil Reservoir.,europe_pmc,journal_article,TIER_B,2.4,5.4.1;2.2;2.4.1;1.4,0.3659,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13084375,
10.3390/mi17040402,CAN_1BEF94C803A4995AF995,Set-Membership Estimation for Switched T-S Fuzzy Systems with MDADT Switching in Tunnel Diode Circuits.,europe_pmc,journal_article,TIER_B,5.4.2,5.7;5.7.1;5.7.2;1.4,0.3658,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13118561,
10.21273/hortsci.40.4.1071b,CAN_C8E695A0044D1CDAAC51,(413) Evaluating Tomato Production during the First Year of Organic Transitioning in High Tunnels,crossref,journal_article,TIER_B,1.4,5.7;2.2;5.4.1;2.4,0.3655,ABSTRACT,classification_status_not_allowed,https://doi.org/10.21273/hortsci.40.4.1071b,
10.1016/j.jdeveco.2019.102415,CAN_2D3BDAFFE7A6584C7EE3,Common transport infrastructure: A quantitative model and estimates from the Belt and Road Initiative,openalex,journal_article,TIER_B,1.4.1,1.4;5.9.2;4;6.2.2,0.3652,TITLE_METADATA_ONLY,classification_status_not_allowed,http://documents.worldbank.org/curated/en/879031554144957551/pdf/Common-Transport-Infrastructure-A-Quantitative-Model-and-Estimates-from-the-Belt-and-Road-Initiative.pdf,
10.1063/1.3683525,CAN_612517119853B5C63675,Anisotropic magneto-resistance in a GaMnAs-based single impurity tunnel diode: A tight binding approach,crossref,journal_article,TIER_B,2.4,5.7.2;5.4.2;1.4;5.7,0.365,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1063/1.3683525,
10.1103/physreva.86.042111,CAN_50FA0A1013AF67B2A07E,Consistent histories for tunneling molecules subject to collisional decoherence,openalex,journal_article,TIER_B,5.7,1.3;5.4.1;5.4.3;1.4.1,0.5249,ABSTRACT,classification_status_not_allowed,http://arxiv.org/abs/1205.6188,
10.3390/kidneydial5040049,CAN_552C89782A31DECE8BA0,Lines of Risk: Tunnel Catheter Loss Due to Bloodstream Infections in Chronic Hemodialysis Patients,doaj,journal_article,TIER_B,5.4.1,1.5;1.4;1.4.1;1.5.1,0.3648,ABSTRACT,classification_status_not_allowed,https://www.mdpi.com/2673-8236/5/4/49,
10.3390/app9081673,CAN_DAE27E101F64FC60CFFF,Na 2 Ti 7 O 15 Nanowires with an Oriented Tunnel Structure and High Mechanical Stability: A Potential Anode of Sodium-Ion Batteries and Gas Sensing Materials,doaj,journal_article,TIER_B,2.2,5.4.1;5.7;5.7.2;5.4.2,0.3645,ABSTRACT,classification_status_not_allowed,https://www.mdpi.com/2076-3417/9/8/1673,
10.1038/s41598-025-15413-x,CAN_6EFEBAB624CD03E0452B,Host-specific leaf-mining behaviour of holometabolous insect larvae in the early Permian.,europe_pmc,journal_article,TIER_B,1.3,1.3.1;2.2;2.4;2.2.1,0.3645,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12378220,
10.1557/proc-764-c3.48,CAN_833372599B1C1BE418C7,Modeling of Nitride Semiconductor Based Double Heterostructure Tunnel Diodes,crossref,journal_article,TIER_B,5.7.2,5.4.2;5.7;2.4;1.4,0.3645,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1557/proc-764-c3.48,
10.1051/sicotj/2026003,CAN_B35D5380DE3A3D36A31B,Tibial tunnel malposition is a risk factor for osteoarthritis following ACL reconstruction at long term follow up: a retrospective study.,europe_pmc,journal_article,TIER_B,5.4.1,2.4.2.2;5.5.2.1;2.4.2;2.4,0.3642,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13186520,
10.1016/j.tranpol.2023.07.002,CAN_D335A9844DA5417CD1EA,Road safety and road infrastructure expenditure: A bivariate analysis,crossref,journal_article,TIER_B,1.4.1,1.4;4;5.9.2;1.5,0.364,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1016/j.tranpol.2023.07.002,
10.1080/00343404.2012.731044,CAN_FD4C38C8EFA4DC90BC9A,What Determines Local Governments' Cost-efficiency? The Case of Road Maintenance,crossref,journal_article,TIER_B,5.9.2,4.3.5;5.7.1;5.9.1;5.5.2,0.5959,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.1080/00343404.2012.731044,
10.1088/0034-4885/59/12/004,CAN_7AB6E41CD9D0270651CD,Scanning tunnelling microscopy studies of metal surfaces,openalex,journal_article,TIER_B,5.4.1,2.2;1.4;1.3;5.4.2,0.3639,ABSTRACT,classification_status_not_allowed,https://doi.org/10.1088/0034-4885/59/12/004,
10.1186/s12872-026-05529-x,CAN_14DB0E63DAC9273EB073,Percutaneous closure of an ultra-long-tunnel-type patent foramen ovale: a rare case with multimodal imaging guidance.,europe_pmc,journal_article,TIER_B,1.4,2.4;5.4.1;5.9;1.4.1,0.3638,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12954885,
