document_id,field,current_value,deterministic_suggestion,llm_suggestion,selected_candidate,evidence,confidence,agreement_status,adjudication_status,adjudication_reason,review_priority,source_sha256
DOC000167,authority_level,,unclassified,B,B,"Gazi Üniversitesi, İnşaat Mühendisliği Bölümü, Ankara - Karayolları Genel Müdürlüğü, Ankara",high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a
DOC000168,organization,,,General Inspectorate of Road Transport in Poland,,Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68
DOC000169,authority_level,,C,unclassified,,"KGM, Karayolları Genel Müdürlüğü [authority_C_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,56c352f0db4ceb3efec84d3631a249a62adb611945b148811391897f613e49d6
DOC000171,authority_level,,C,unclassified,,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015 [authority_C_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,2c519a6334175b397eb6f6469692faf898be78d2aec5c3449576cf84b88ddd5d
DOC000172,organization,,,General Inspectorate of Road Transport in Poland,,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015",high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,099561279b8b8ee35d2341c8b45f5a1f8c5e4a5fe3bd846ea00218e0b6cfd2a0
DOC000172,authority_level,,C,unclassified,,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015 [authority_C_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,099561279b8b8ee35d2341c8b45f5a1f8c5e4a5fe3bd846ea00218e0b6cfd2a0
DOC000173,organization,,,General Inspectorate of Road Transport in Poland,,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015",high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,37bfcaa3e403d68f85d12a6176b384c745f9d869ffa659614a55cde1ee83609b
DOC000173,authority_level,,C,unclassified,,TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,37bfcaa3e403d68f85d12a6176b384c745f9d869ffa659614a55cde1ee83609b
DOC000175,organization,,,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,f2f1c1bde126829d366a5b059941944e3e26a568d085b6b6a16a5ebbfeb4a022
DOC000175,authority_level,,unclassified,unclassified,,Tünel Dergisi,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,f2f1c1bde126829d366a5b059941944e3e26a568d085b6b6a16a5ebbfeb4a022
DOC000176,organization,,,Tünelcilik Derneği,,TÜNELCİLİK dERNEğİ YÖNETİM KURULU BAŞKANı CHAIRMAN OF THE TURKISH TUNNELLING SOCIETY,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c
DOC000176,year,,,2022,,Ekim - Kasım - Aralık / October - November - December 2022 Yıl / Year:8 Sayı / Nr: 45,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c
DOC000176,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c
DOC000177,organization,,,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ TURKISH TUNNELLING SOCIETY,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,0f9a28ad41ab9c7c470e8d636ad563f20f04c89b5c7301281dcc78b27fdc0a7d
DOC000177,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,0f9a28ad41ab9c7c470e8d636ad563f20f04c89b5c7301281dcc78b27fdc0a7d
DOC000193,organization,,,Tünelcilik Derneği,Tünelcilik Derneği,"Tünelciliğe gönül verenler köşemizi okurlarımızın ilgiyle takip ettiğini öğrenmek bizi mutlu ediyor. Bu sayımızda biri TBM ve mekanize tünelcilik ile ilgili imalat sanayiinde lider olan diğeri ise yüklenici olarak yerli ve yabancı birçok projede görev alan iki yönetim kurulu üyemizle yapılan söyleşiye yer verdik. Bu değerli üyelerimizin başarı dolu meslek yaşantılarının gençlere örnek olmasını diliyoruz. Bu sayıda ayrıca Eşme-Salihli arasında yapılmakta olan hızlı tren projesinin bir parçası olan T -1 tüneline ait bir habere de yer ayırdık. Uzunluğu 3.047 m olan bu tünel halihazırda, çapı 13.77 m olan bir Crossover TBM (hibrit EPB/ sert kaya makinesi) ile açılmaktadır. 20 Mart 2021'de kazısı başlayan bu tünelde geçiş zonları ve önemli bir fayı da içeren 600 m'sinin kazısı başarı ile tamamlandı. Uzunluğu 74.4 km olan bu önemli projede ayrıca toplam uzunlukları 22.730 m olan 44 tünel daha var. Geçen sayımızda internet üzerinden düzenleyeceğimiz ilk webinar'da, TBM ile yapılan kazılarda tünelin ve çalışanların güvenliği için, tünel yangınlarının önlenmesi ve alınması gereken emniyet tedbirleri ile ilgili uluslararası standartların karşılaştırması; TBM'li kazıda yangından korunmak için dikkat edilecek hususlar ve yangın riski yönetimi konularının ele alınacağını duyurmuştuk. Bu semineri biraz geciktirdik, bunun ana nedeni 'Tunneling and Underground Space T echnology' adlı derginin tünel yangınları adlı 58 makaleyi içeren bir özel sayının çıkarılması için yapılan çalışmaların devam etmesiydi. Dernek üyelerimizden üç kişinin de katkı koyduğu el kitabı mahiyetindeki bu özel sayı Haziran ayının başında yayınlandı, şimdi karşınıza daha hazırlıklı çıkacağız. Hatırlatmamız gereken diğer önemli bir konu, Leoben-Avusturya'da Aralık 2021 de yapılması planlanan 5. Zor Şartlarda TBM Tünelciliği (TBM DiGs) adlı sempozyumun pandemi şartlarından dolayı 23-25 Kasım 2022'ye ertelenmesi, özet sunumlar 15.11.2021'e kadar sempozyum düzenleme komitesine iletilebilir. Sempozyuma katılım bilfiil ve internet üzerinden isteğe bağlı seçenekli olacak. Organizasyon komitesi şimdiden Türkiye'den 4 özetin geldiğini bildirdi. T oplantının önemi nedeni ile tüm ilgililerin bu toplantıya katılmalarını önemle tavsiye ediyoruz. ## PROF. DR. NUH BİLGİN TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI CHAIRMAN OF THE TURKISH TUNNELLING SOCIETY ## Dear readers, Here again, with the 40th issue of the official journal/magazine of The Turkish Tunnelling Society 'Tünel' we are having the honor of serving this wonderful world of Tunnelling. We are happy to learn that periodical sections on 'contributors to Tunnelling Industry' are gaining more and more interests among our members. In this issue, you will read the astonishing and increasing success of two of our executive committee members, one as a leader in the Turkish Manufacturing Industry in mechanized tunneling and the other in the construction site. We hope these tunnellers will be good role model examples to young generations of tunnellers. In this issue, an important news is on the excavation of the T unnel-1, which is a part of the high speed tunnel project between Eşme and Salihli. A crossover TBM (hybrid EPB/Hard Rock) of 13.77 m is driving the tunnel having a length of 3.047 m. T ransition zones and a major fault have been passed successfully and around 600 m of the tunnel has been already completed since 20 March 2021. The project has a length of 74.4 km and includes additional 45 tunnels of 22.730 m in total length. In the past issue, we declared that a webinar on 'a comparative study of different standards related to the safety of TBMs, tunnel fire prevention and protection; fire protection measures or the provisions of fire service installation to be considered on a TBM and management of fire risk, and precautions to be taken based on the past experiences' was being prepared by our society. However, we waited for the special issue covering 56 articles to be released by the Journal Tunnelling and Underground Space Technology on 'Fire safety for tunnels and underground spaces', on which three of our members were contributors. Now, the webinar we are planning will be realized soon. Another important point to remind that the Fifth Symposium on TBM DiGs (Tunnel Boring Machines in Difficult Grounds) to be held in Leoben-Austria in December 2021 is postponed and planned to be realized on the 23-25 November 2022 due to pandemic. The deadline for submission for the abstracts is now 15.11.2021. The TBM DiGs 2022 will be a hybrid event and both, speakers and attendees, can choose to attend online or live. Provisions will be made for both options. We strongly advise our members to send abstracts and participate in this important event. Be aware that the organizing committee has already received four abstracts from Turkey. With my best regards.",high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,16e105dfc7ea0a648e4f624b4aa37b3f3605161b92c956c1a1e9edf4603453ab
DOC000193,authority_level,,unclassified,unclassified,,Tünelciliğe gönül verenler köşemizi okurlarımızın ilgiyle takip ettiğini öğrenmek bizi mutlu ediyor. [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,16e105dfc7ea0a648e4f624b4aa37b3f3605161b92c956c1a1e9edf4603453ab
DOC000194,organization,,,Tünelcilik Derneği,,Prof. Dr. NUH BİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2
DOC000194,year,,,2013,,Kasım-Aralık 2013 Yıl:1 Sayı: 1,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2
DOC000194,authority_level,,C,unclassified,,not_requested [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2
DOC000195,organization,,,Tünelcilik Derneği,,Prof. Dr. Nuh bİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3
DOC000195,authority_level,,C,unclassified,,"Tünel Dergisi is a professional association magazine, not an official regulation or technical specification. [evidence_not_grounded_in_context] [authority_C_evidence_class_mismatch]",low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3
DOC000196,organization,,,Tünelcilik Derneği,,Prof. Dr. Nuh bİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI President of Turkish Tunnelling Society,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199
DOC000196,year,,,2014,,Mart-Nisan / March-April 2014 Yıl / Y ear :1 Sayı / Nr : 3,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199
DOC000196,authority_level,,C,unclassified,,Tünel Dergİsİ 3. Sayıya Katkıda Bulunan Tünelcİler ve Madencİler contrıbutıng partıes [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199
DOC000197,organization,,,TÜNELCİLİK DERNEĞİ,,TÜNELCİLİK DERNEĞİ Oruçreis Mahallesi Barbaros Caddesi Tekstilkent Sitesi A 11 Blok 3.Kat No 48 Esenler İstanbul,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58
DOC000197,year,,,2014,,Mayıs-Haziran / May-June 2014 Yıl / Y ear :1 Sayı / Nr : 4,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58
DOC000197,authority_level,,C,unclassified,,TÜNELCİLİK DERNEĞİ Oruçreis Mahallesi Barbaros Caddesi Tekstilkent Sitesi A 11 Blok 3.Kat No 48 Esenler İstanbul [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58
DOC000198,organization,,,Tünelcilik Derneği,,Prof. Dr. Nuh BİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI President of Turkish Tunnelling Society,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd
DOC000198,year,,,2014,,Temmuz-Ağustos / July-August 2014 Yıl / Y ear :1 Sayı / Nr : 5,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd
DOC000198,authority_level,,C,unclassified,,Tünel Dergisi 5.pdf [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd
DOC000199,organization,,,TÜNELCİLİK DERNEĞİ,,TÜNELCILÍK DERNEČi TURKISH TUNNELLING SOCIETY [suggested_value_not_supported_by_evidence],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89
DOC000199,year,,,2014,,Eylül-Ekim / September-October 2014,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89
DOC000199,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89
DOC000200,organization,,,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed
DOC000200,year,,,2021,,"7-8 Ekim 2020 tarihlerinde yapılmasını planladığımız Uluslararası Tünelcilik Sempozyumu'nu bilinmeyen bir tarihe erteleme durumunda kaldık. Malezya'daki Dünya Tünelcilik Sempozyumu (WTC) 2020 görsel bir konferansa dönüştü ve bizim için en önemlisi Malezya'daki Genel Kurul'da, WTC 2023 için yapılacak oylamanın Ocak 2021'de yapılacak Genel Kurul'a ertelenmesi oldu.",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed
DOC000200,authority_level,,unclassified,unclassified,,Tünelcilik Derneği [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed
DOC000201,organization,,,Tünelcilik Derneği,,HAZIRLAYAN | TÜNELCİLİK DERNEĞİ,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,695835658c70e223f85a912fd7cdc82f2310c56e743b9645f61d81a8759a2b0a
DOC000201,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,695835658c70e223f85a912fd7cdc82f2310c56e743b9645f61d81a8759a2b0a
DOC000202,organization,,,Tünelcilik Derneği,,Welcome to the 44th edition of the official journal 'Tunel' of Turkish Tunnelling Society. [suggested_value_not_supported_by_evidence],low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238
DOC000202,year,,,2022,,"The 'World Tunnel Congress 2022, Copenhagen' which was postponed twice is due now on 2-8 September.",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238
DOC000202,authority_level,,C,unclassified,,not_requested [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238
DOC000203,organization,,,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be
DOC000203,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be
DOC000203,authority_level,,unclassified,unclassified,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be
DOC000204,organization,,,Tünelcilik Derneği,,www.tuneldergisi.com | Tünelcilik Derneği Adına İmtiyaz Sahibi,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,8ad9882f0d7ecc06121ef4bfd65613bc16a3e7dc7a5f456bf18708a5d2e134ed
DOC000204,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,8ad9882f0d7ecc06121ef4bfd65613bc16a3e7dc7a5f456bf18708a5d2e134ed
DOC000205,organization,,,Tünelcilik Derneği,,TÜNELcİLİK DERNEğİ YÖNETİM KURULU BAŞKANI,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc
DOC000205,year,,,2021,,Ekim - Kasım - Aralık / October - November - December 2021,high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc
DOC000205,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc
DOC000206,organization,,,Tünelcilik Derneği,,"Tünelcilik Derneği Tünelcilik Derneği - TÜRKİYE'NİN ""EN HIZLI METROSU"" KAĞITHANE-İSTANBUL HAVALİMANI METROSU HİZMETE GİRDİ",high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761
DOC000206,year,,,2023,,"12-18 MAYIS 2023 WORLD TUNNEL CONGRESS 2023 ATINA, YUNANISTAN",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761
DOC000206,authority_level,,C,unclassified,,not_requested [authority_C_evidence_class_mismatch],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761
DOC000207,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,c7d688e33e7dbd6fd3c0b1b91c11b011d90cd868b05c51353bafc3bf1b3aab65
DOC000208,organization,,,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,bb2609f7183736147ea9f39930dc3e8af22afcf722a05f9866db5d404d7c163c
DOC000208,authority_level,,unclassified,unclassified,,not_requested,high,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,bb2609f7183736147ea9f39930dc3e8af22afcf722a05f9866db5d404d7c163c
DOC000209,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c
DOC000209,document_type,unknown,unknown,web_article,,education.sakshi.com/en/general-knowledge/stock-gk/worst-tunnel-crash-disaster-word-and-india-144354,high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c
DOC000210,organization,,,ASSP,ASSP,Professional Safety provide a forum for authors with distinct viewpoints to share their ideas and opinions with ASSP members,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3
DOC000210,year,,,2023,,"(2023, Feb.). The historic and cultural importance of the Hawks Nest Tunnel disaster. Professional Safety",high,llm_only,human_review_required,field_specific_year_identity_or_publication_check_required,P1,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3
DOC000210,document_type,unknown,unknown,magazine,,"Professional Safety, 68 (2), 42-47",high,llm_only,human_review_required,field_specific_document_type_identity_or_publication_check_required,P1,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3
DOC000210,authority_level,,unclassified,C,C,Vantage Point articles in Professional Safety provide a forum for authors with distinct viewpoints to share their ideas and opinions with ASSP members,high,llm_only,auto_safe_candidate,llm_grounded_auto_safe,NONBLOCKING,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3
DOC000211,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23
DOC000211,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23
DOC000211,document_type,unknown,unknown,unknown,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23
DOC000211,authority_level,,unclassified,unclassified,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23
DOC000212,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084
DOC000212,year,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084
DOC000212,document_type,unknown,unknown,web_article,,"headings/excerpts contain multiple web links to news sites (trthaber.com, gazetecin.com, aa.com.tr, bolu.gov.tr) reporting tunnel accidents. [evidence_not_grounded_in_context]",low,llm_only,rejected_suggestion,evidence_or_validation_guard_failed,NONBLOCKING,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084
DOC000212,authority_level,,unclassified,unclassified,,no official institutional proof found; content aggregates news links. [evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084
DOC000214,organization,,,Yol Yapım Dairesi Başkanlığı,,Yol Yapım Şubesi Müdürlüğü Yol Yapım Dairesi Başkanlığı Başlıca tünel destek elemanları,high,llm_only,human_review_required,field_specific_organization_identity_or_publication_check_required,P1,65d8bf62a92c8cf78307cc7dd3ff4ca78b5df5a459b29c247eaae665fc7f6b2c
DOC000214,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,65d8bf62a92c8cf78307cc7dd3ff4ca78b5df5a459b29c247eaae665fc7f6b2c
DOC000215,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,b0a8ec72de9c063ee06938663c5e6fe3ab91d6c244cae9ccd36884ef26dac934
DOC000216,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,fc1de548bd94a314e5e3d8f502ab8d084b52c6f8b800d602c6899ee5959b6fa7
DOC000216,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,fc1de548bd94a314e5e3d8f502ab8d084b52c6f8b800d602c6899ee5959b6fa7
DOC000217,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,37f19ab3430f5595b86872e383a7a37f0007fd19349bd8c16c93bdedc84aed0c
DOC000217,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,37f19ab3430f5595b86872e383a7a37f0007fd19349bd8c16c93bdedc84aed0c
DOC000218,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,d48a443a135b1161e00ebc181a5012c8151360ffca3c9a84b4bc0462c11b3607
DOC000218,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,d48a443a135b1161e00ebc181a5012c8151360ffca3c9a84b4bc0462c11b3607
DOC000219,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,804ea857fe56576c1ad579e45eb7c83e8ccc3da69f2e8db6580ed11beab05bcb
DOC000220,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,9edbc28eb7644c0de5ff8de34566400e3f024aeefe2988953e2095e052f8891e
DOC000220,authority_level,,C,unclassified,,[controlled_vocabulary_rejected],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,9edbc28eb7644c0de5ff8de34566400e3f024aeefe2988953e2095e052f8891e
DOC000221,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d
DOC000221,authority_level,,C,C,C,Tünel Kontrol Mühendisi Geliştirme Kursu,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d
DOC000222,authority_level,,C,C,C,GELİŞTİRME KURSU,high,deterministic_llm_agree,auto_safe_candidate,deterministic_llm_agreement,NONBLOCKING,a1b66bcf747a3e184c1a15db3a6a9ed72a9f46f1dad49e0bacbdb6b5bf921bcc
DOC000225,organization,,,,,[evidence_not_grounded_in_context],low,unresolved,unresolved_nonblocking,no_grounded_value_found,NONBLOCKING,3dc5384d2c875ec15eea0a0e9fb20d0f2037b97c994d4fbd9b46bce6f7d88650
