document_id,source_relative_path,source_filename,source_extension,source_sha256,selected_variant,authority_level_current,authority_level_suggested,authority_evidence,authority_confidence,document_type_current,document_type_suggested,document_type_evidence,document_type_confidence,language_current,language_suggested,language_confidence,year_current,year_suggested,year_evidence,year_confidence,topics_current,topics_suggested,topics_evidence,topics_confidence,organization_suggested,title_suggested,citation_mode,citation_sidecar,original_page_provenance_available,requires_human_review,review_status
DOC000237,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Makine İle Tünel İçi Kablo Kanalı Yapılması-Analiz.pdf,Makine İle Tünel İçi Kablo Kanalı Yapılması-Analiz.pdf,.pdf,64410adf1e8a8df309bddbebf80bc94fee9587a5458e4cad6620ad10749d4662,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,maintenance|operations|shotcrete|standards|unit_price,shotcrete:püskürtme beton; operations:işletme; maintenance:bakım; standards:standard; unit_price:birim fiyat; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Makine İle Tünel İçi Kablo Kanalı Yapılması-Analiz,source_only,,false,true,pending
DOC000238,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf,Q_tipi_celik_hasir.pdf,.pdf,b4f94b799877cc9a1caf16f554f3857d13f28a040b1c743fc79d1fec47924b22,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,medium,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,tunnel_general,tunnel_general:tünel,medium,,Q_tipi_celik_hasir,pdf_page,data/temp/full_docling_chunks/DOC000238/0001.docling.json,true,true,pending
DOC000239,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ROCKBİT-3.5''9m-ANALİZ.pdf,ROCKBİT-3.5''9m-ANALİZ.pdf,.pdf,07c7ec20474708b9db495ec7cb6ac067587cf421cfc6347555cdefd4ced57044,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|forepoling|injection|unit_price|ventilation,excavation:kazı; forepoling:süren; injection:enjeksiyon; ventilation:havalandırma; unit_price:birim fiyat; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),ROCKBİT-3.5''9m-ANALİZ,source_only,,false,true,pending
DOC000240,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/STANDART ÇELİK HASIRLAR-TS 4559-İMO.pdf,STANDART ÇELİK HASIRLAR-TS 4559-İMO.pdf,.pdf,655b4197029d50bba83394e9704a2a9c6c254bb69eebf313266a8587804fa3ab,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,standard,Dosya yolu/başlık/ilk heading sinyali: ts 4559,high,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,steel_mesh,standards|steel_mesh|unit_price,steel_mesh:çelik hasır; standards:standart; unit_price:birim fiyat; tunnel_general:tünel,high,,STANDART ÇELİK HASIRLAR-TS 4559-İMO,pdf_page,data/temp/full_docling_chunks/DOC000240/0001.docling.json,true,true,pending
DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,Taban kemerli tip kesit.pdf,.pdf,0739a505bb03a31d9a928a532246cec81bdbdc60aff7f67d1e44fd3cc5d1da76,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,unknown,low,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,fire_safety,fire_safety:yangın; tunnel_general:tünel,medium,,Taban kemerli tip kesit,source_only,,false,true,pending
DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,Taban kemersiz tip kesit.pdf,.pdf,a369ef85c983f426012c2b61cddd67c99178d863bfa6eb3d6ea6889170ef8c12,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,unknown,low,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,tunnel_general,tunnel_general:tünel,medium,,Taban kemersiz tip kesit,source_only,,false,true,pending
DOC000243,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/Bölgenin Yazısı.pdf,Bölgenin Yazısı.pdf,.pdf,987e528093726754eeea3686e12e7302340a5a5287ee7c43b0d5fd732114ce07,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,tunnel_general,tunnel_general:tünel,medium,Karayolları Genel Müdürlüğü (KGM),Bölgenin Yazısı,source_only,,false,true,pending
DOC000244,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .pdf,ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .pdf,.pdf,c53f1b9e55e8c861f3bb66821d0f2fb89e6b365a03f606f3bf9318290ae07b69,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,geotechnical_investigation|rock_mechanics,geotechnical_investigation:sondaj; rock_mechanics:rqd; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),ErdemliSilifkeTasucu Yolu Tunel Takip Formlari,pdf_page,data/temp/full_docling_chunks/DOC000244/0001.docling.json,true,true,pending
DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,K.Maras Tunel Takip Formlari.pdf,.pdf,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,standards,standards:en 8; tunnel_general:tünel,medium,,K.Maras Tunel Takip Formlari,source_only,,false,true,pending
DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,SilifkeMut Yolu Tunel Takip Formlari.pdf,.pdf,b1a2f43dbeb84ade978217cade5ddd4852edae8201ce6ba8d01f85da23efb0b3,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,forepoling|rock_mechanics|shotcrete|support_systems,rock_mechanics:rqd; shotcrete:püskürtme beton; forepoling:süren; support_systems:destek sistem; tunnel_general:tünel,high,,SilifkeMut Yolu Tunel Takip Formlari,source_only,,false,true,pending
DOC000247,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/94b5cfaa64b645c08b28d67ed06f8a23.pdf,94b5cfaa64b645c08b28d67ed06f8a23.pdf,.pdf,74d0077a4fd9e02884448772375780450e7ae70596acefbda116a63a3978c42a,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,tunnel_general,tunnel_general:tünel,medium,Karayolları Genel Müdürlüğü (KGM),94b5cfaa64b645c08b28d67ed06f8a23,source_only,,false,true,pending
DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,.pdf,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,tunnel_general,tunnel_general:tünel,medium,,K.MARAS KONT.SEF.TUNEL IMALATLARI,source_only,,false,true,pending
DOC000249,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,.pdf,cd0443535d0e03781fae10153eb5402b7f22376c44b4287e88cf16f7416d92b0,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2018,2018,Mevcut canonical metadata yılı: 2018,high,,tunnel_general,tunnel_general:tünel,medium,,T2 Tuneli Cikis Sag Tup 26.11.2018,source_only,,false,true,pending
DOC000250,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,.pdf,7de44ee96dfee3d118f4cbff58926e3839530d1280e7539f8be6d0cec8b702f9,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2018,2018,Mevcut canonical metadata yılı: 2018,high,,rock_mechanics,rock_mechanics:rqd; tunnel_general:tünel,medium,,T2 Tuneli Cikis Sol Tup 26.11.2018,source_only,,false,true,pending
DOC000251,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.pdf,T2 Tuneli Giris Sol Tup 26.11.2018.pdf,.pdf,aac6e448d314f890336574b3ce19a7e39dad0525a5cc8af22dd57050c5c67af1,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2018,2018,Mevcut canonical metadata yılı: 2018,high,,forepoling|shotcrete,shotcrete:püskürtme beton; forepoling:süren; tunnel_general:tünel,high,,T2 Tuneli Giris Sol Tup 26.11.2018,source_only,,false,true,pending
DOC000252,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,.pdf,a539413169500f79b8cdfbd3223d869e35fa3ef1b27efd2237baef1b1957aa47,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2018,2018,Mevcut canonical metadata yılı: 2018,high,,tunnel_general,tunnel_general:tünel,medium,,T8 TUNELICIKIS Sag Tup 23.11.2018,source_only,,false,true,pending
DOC000253,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,.pdf,5100bafa9b8728c0e62995c84d873ef6454f343df40fc80053dcb626d1f30df1,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2018,2018,Mevcut canonical metadata yılı: 2018,high,,standards|support_systems,support_systems:destek sistem; standards:ts 0; tunnel_general:tünel,high,,T8 TUNELICIKIS Sol Tup 23.11.2018,source_only,,false,true,pending
DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,tunel takip son calisma T3 Tuneli.pdf,.pdf,8fa0e87115803d6b72d9cf1c1f0f160e01dc2a8d522daf296e68e200eee44528,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,forepoling|support_systems,forepoling:süren; support_systems:destek sistem; tunnel_general:tünel,high,,tunel takip son calisma T3 Tuneli,source_only,,false,true,pending
DOC000256,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/Tünel Takip Formu (2 sayfa).pdf,Tünel Takip Formu (2 sayfa).pdf,.pdf,e64e1f91da36bc9d30b04639f8eb99a5fac074b20183f9beb9207706aeb2383c,baseline,A,A,Mevcut canonical metadata authority_level=A,high,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,tunnel_general,tunnel_general:tünel,medium,Karayolları Genel Müdürlüğü (KGM),Tünel Takip Formu (2 sayfa),source_only,,false,false,not_required
DOC000258,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,.pdf,1bcc970096995bf6fb2f4e7bde4027ad60b08bec0549a5c93259070e1930d23b,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,drainage|fire_safety|maintenance|operations|standards|traffic,drainage:drenaj; fire_safety:yangın; traffic:trafik; operations:işletme; maintenance:bakım; standards:standart; tunnel_general:tünel,high,,TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ,pdf_page,data/temp/full_docling_chunks/DOC000258/0001.docling.json,true,true,pending
DOC000259,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/Genel Sunum.ppt,Genel Sunum.ppt,.ppt,6ec633413efc464ce2415d6c94c43aeafed92b29acdaa054270449f9f07c93a5,baseline,C,C,Mevcut canonical metadata authority_level=C,high,presentation,presentation,Mevcut canonical metadata document_type=presentation,high,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|forepoling|geology|injection|portal|shotcrete|steel_mesh|support_systems,geology:jeoloji; excavation:kazı; shotcrete:püskürtme beton; steel_mesh:çelik hasır; forepoling:süren; support_systems:tahkimat; injection:enjeksiyon; portal:portal; tunnel_general:tünel,high,,Genel Sunum,slide,,false,true,pending
DOC000260,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,.pptx,eba6f7659063a3e0897bbd9762db5b5bfdccdfdb5a4ef6c58f0af07675131f7c,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,portal,excavation|geology|geotechnical_investigation|portal,geotechnical_investigation:sondaj; geology:jeoloji; excavation:kazı; portal:portal; tunnel_general:tünel,high,,OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI,slide,data/temp/full_docling_chunks/DOC000260/0001.docling.json,false,true,pending
DOC000261,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,T-1OA.pptx,.pptx,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|geology|geotechnical_investigation|portal,geotechnical_investigation:sondaj; geology:jeoloji; excavation:kazı; portal:portal; tunnel_general:tünel,high,,T-1OA,slide,data/temp/full_docling_chunks/DOC000261/0001.docling.json,false,true,pending
DOC000262,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1 Tüneli KY.pptx,T1 Tüneli KY.pptx,.pptx,01e403164c0361f59ca716cbdc834029883212f24feab0c290022d9d089ea82d,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|operations|shotcrete,excavation:kazı; shotcrete:püskürtme beton; operations:işletme; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),T1 Tüneli KY,slide,data/temp/full_docling_chunks/DOC000262/0001.docling.json,false,true,pending
DOC000263,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,T1JETGROUT.pptx,.pptx,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|geology|injection|jet_grouting|support_systems,geology:jeoloji; excavation:kazı; support_systems:destek sistem; jet_grouting:jetgrout; injection:enjeksiyon; tunnel_general:tünel,high,,T1JETGROUT,slide,data/temp/full_docling_chunks/DOC000263/0001.docling.json,false,true,pending
DOC000264,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,.pptm,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,drainage|excavation|final_lining|forepoling|geology|injection|jet_grouting|portal|rock_bolt|shotcrete|steel_rib|support_systems,geology:jeoloji; excavation:kazı; shotcrete:püskürtme beton; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; support_systems:destek sistem; jet_grouting:jetgrout; injection:enjeksiyon; drainage:drenaj; final_lining:nihai kaplama; portal:portal,high,,T3 TÜNELİ ENJEKSİYON İPTALİ,slide,data/temp/full_docling_chunks/DOC000264/0001.docling.json,false,true,pending
DOC000266,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/0- YAPIM İPLERİ İHALELERİ UYGULAMA YÖNETMELİĞİ.docx,0- YAPIM İPLERİ İHALELERİ UYGULAMA YÖNETMELİĞİ.docx,.docx,80d2d2c44b4c7dffc21f3228442bf14fd38b9686ad84309a669de4b5c8756f26,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|cost|maintenance|regulation|unit_price,maintenance:bakım; regulation:yönetmelik; cost:maliyet; unit_price:birim fiyat; contracts:sözleşme; tunnel_general:tünel,high,Resmî Gazete,0- YAPIM İPLERİ İHALELERİ UYGULAMA YÖNETMELİĞİ,document_section,,false,true,pending
DOC000267,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/1- Yapım Standart Formlar.docx,1- Yapım Standart Formlar.docx,.docx,eb374e284881c3f58cac6ef6ea9dcaff7bb9f9cae28cac90bee14e72aaa079f7,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,2011,2011,Mevcut canonical metadata yılı: 2011,high,,contracts|cost|standards|unit_price,standards:standart; cost:maliyet; unit_price:birim fiyat; contracts:sözleşme; tunnel_general:tünel,high,,1- Yapım Standart Formlar,document_section,,false,true,pending
DOC000268,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/2- Yapım Açık.docx,2- Yapım Açık.docx,.docx,06fc2d37deaff224d5ffe522095d4bf1208463f928236f5e3c4323bc4c26f511,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|standards,standards:standart; contracts:sözleşme; tunnel_general:tünel,high,,2- Yapım Açık,document_section,,false,true,pending
DOC000269,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/3- yapım belli istekliler ön yeterlik.docx,3- yapım belli istekliler ön yeterlik.docx,.docx,e69a8baa6d553a96a5ca075cecac066de36d052013cba0e0ec78f42ec361edf3,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,standards,standards:standart; tunnel_general:tünel,medium,,3- yapım belli istekliler ön yeterlik,document_section,,false,true,pending
DOC000270,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.docx,4- Yapım belli istekliler tip idari.docx,.docx,5e3d753d7969cfd13187716201eff3a947b7b5917885378352105784f8130123,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|standards,standards:standart; contracts:sözleşme; tunnel_general:tünel,high,,4- Yapım belli istekliler tip idari,document_section,,false,true,pending
DOC000271,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.docx,5- Yapım Pazarlık bc.docx,.docx,5fd2b371a56fbdb0da2a9eaceef053e2921ce6d19a060fa70d5fcdfdfb5ed812,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|standards,standards:standart; contracts:sözleşme; tunnel_general:tünel,high,,5- Yapım Pazarlık bc,document_section,,false,true,pending
DOC000272,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.docx,6- yapım Pazarlık ade.docx,.docx,989fe4a283979a40e88327f07771339000c6d109087a84757179e6477222ce90,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|standards,standards:standart; contracts:sözleşme; tunnel_general:tünel,high,,6- yapım Pazarlık ade,document_section,,false,true,pending
DOC000273,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.docx,7- Yapım Sözleşme.docx,.docx,dbb4c155e9d46ab4fc3f24ce12a19384b150335b3e341a8e2a06e1d0d63de306,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|fire_safety|forepoling|maintenance|operations|payment|regulation|risk|unit_price,forepoling:süren; risk:risk; fire_safety:yangın; operations:işletme; maintenance:bakım; regulation:mevzuat; unit_price:birim fiyat; payment:hakediş; contracts:sözleşme; tunnel_general:tünel,high,,7- Yapım Sözleşme,document_section,,false,true,pending
DOC000274,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/8- Yapım Genel Partname.docx,8- Yapım Genel Partname.docx,.docx,d844b88241ad23e0112f7379aa7139f947ebebb2da499ff4cef01b61e57a9009,baseline,C,C,Mevcut canonical metadata authority_level=C,high,conference_paper,conference_paper,Mevcut canonical metadata document_type=conference_paper,high,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|cost|excavation|unit_price,excavation:kazı; cost:maliyet; unit_price:birim fiyat; contracts:sözleşme; tunnel_general:tünel,high,,8- Yapım Genel Partname,document_section,,false,true,pending
DOC000278,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01A.pdf,04.376-01A.pdf,.pdf,38d96380fb66bb5e6b5e51f0b0576e5a39b5ec5e18093078f5e4903146402ab1,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,shotcrete|standards|unit_price,shotcrete:püskürtme beton; standards:standard; unit_price:birim fiyat; tunnel_general:tünel,high,,04.376-01A,source_only,,false,true,pending
