priority,document_id,source_relative_path,field,current_value,deterministic_suggestion,llm_suggestion,evidence,confidence,agreement_status,reviewer_value,reviewer_note,review_status,reviewed_at
P1,DOC000063,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,document_type,unknown,unknown,regulation,TEHLİKELİ MADDELERİN KARAYOLUYLA TAŞINMASI HAKKINDA YÖNETMELİK,high,llm_only,,,pending,
P1,DOC000063,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,year,,,2022,Resmî Gazete'de yayımlanan... 2022/06/18-8-1.pdf,high,llm_only,,,pending,
P1,DOC000066,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.pptx,organization,,,Yol Yapım Dairesi Başkanlığı,Yol Yapım Şubesi Müdürlüğü Yol Yapım Dairesi Başkanlığı Tünel Kontrol Mühendisi Geliştirme Kursu,high,llm_only,,,pending,
P1,DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,document_type,unknown,unknown,presentation,Sunular için Prof. Dr. Hakan ERSOY’a teşekkür ederim,high,llm_only,,,pending,
P1,DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,organization,,,19 Mayıs Üniversitesi,19 MayısUniversitesi14. hafta (2020-2021).docx [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,year,,,2020,(2020-2021) [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,organization,,,İSTANBUL ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,**İSTANBUL ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ**,high,llm_only,,,pending,
P1,DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,year,,,2002,**Ocak 2002**,high,llm_only,,,pending,
P1,DOC000072,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,organization,,,Karadeniz Teknik Üniversitesi,KARADENİZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,high,llm_only,,,pending,
P1,DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,document_type,unknown,unknown,presentation,**SUNUM ADI**,high,llm_only,,,pending,
P1,DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,year,,,2013,**TÜRKİYE TÜNELCİLİK SEMİNERİ 13 HAZİRAN 2013**,high,llm_only,,,pending,
P1,DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,document_type,unknown,unknown,academic_article,Emine ERTEKİN YARDIMCI Jeoloji Y. Mühendisi,high,llm_only,,,pending,
P1,DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,year,,,2012,ANKARA 2012,high,llm_only,,,pending,
P1,DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,authority_level,,unclassified,C,"KGM Tünel Kontrol Mühendisi Geliştirme Kursu,2020",medium,llm_only,,,pending,
P1,DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,document_type,unknown,unknown,manual,"KGM Tünel Kontrol Mühendisi Geliştirme Kursu,2020",medium,llm_only,,,pending,
P1,DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,document_type,unknown,unknown,regulation,Tünel işlerinin uygunluğu; ... ilgili Türk ve/veya Avrupa Birliği standartları ile getirilecek tedbirler çerçevesinde değerlendirilecektir.,medium,llm_only,,,pending,
P1,DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,organization,,,Harran Üniversitesi,**T.C.** **HARRAN ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ**,high,llm_only,,,pending,
P1,DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,year,,,2020,"**Yıl: 2020, Sayfa: 89**",high,llm_only,,,pending,
P1,DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,document_type,unknown,unknown,conference_paper,"Bildiride kullan1lan ana yöntemler kısaca aç1klan1p, bunların yararları ve sakıncaları elirtiliyor.",high,llm_only,,,pending,
P1,DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,document_type,unknown,unknown,conference_paper,"12th Annual Conference and Annual General Meeting, Conference Proceedings",high,llm_only,,,pending,
P1,DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,document_type,unknown,unknown,academic_article,"Headings and excerpts indicate a university course/module ('Konu 13', 'Bölüm 40' reference) with academic structure and references to specific tunnel case studies (Seikan, Hong Kong, Channel Tunnel). [evidence_not_grounded_in_context]",low,llm_only,,,pending,
P1,DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,document_type,unknown,unknown,technical_specification,NATM TÜNEL YAPIMI,medium,llm_only,,,pending,
P1,DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,document_type,unknown,unknown,academic_article,"*Madencilik, Cilt 48, Sayı 2, Sayfa 21-34, Haziran 2009*",high,llm_only,,,pending,
P1,DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,year,,,2009,"*Madencilik, Cilt 48, Sayı 2, Sayfa 21-34, Haziran 2009*",high,llm_only,,,pending,
P1,DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,document_type,unknown,unknown,academic_article,**DEVELOPMENT AND BACKGROUND OF NATM** **Wulf Schubert** **Graz University of Technology**,medium,llm_only,,,pending,
P1,DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,document_type,unknown,unknown,presentation,**Investigation strategies on the example of the** **Semmering Base Tunnel** **Alfred Fasching** <!-- image --> <!-- image --> ### Project overview Semmering Base Tunnel,medium,llm_only,,,pending,
P1,DOC000112,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,organization,,,IGT Geotechnik und Tunnelbau ZT GmbH,**IGT Geotechnik und Tunnelbau ZT GmbH**,high,llm_only,,,pending,
P1,DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,document_type,unknown,unknown,conference_proceedings,"Austrian Tunnelling Seminar Ankara, March 31 & April 1 , 2015",high,llm_only,,,pending,
P1,DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,organization,,,Graz University of Technology,Graz University of Technology,high,llm_only,,,pending,
P1,DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,document_type,unknown,unknown,conference_proceedings,"Austrian Tunnelling Symposium Austria, March 31st & April 1st, 2015",high,llm_only,,,pending,
P1,DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,organization,,,IGT Geotechnik und Tunnelbau ZT GmbH,**IGT Geotechnik und Tunnelbau ZT GmbH**,high,llm_only,,,pending,
P1,DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,document_type,unknown,unknown,conference_paper,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,llm_only,,,pending,
P1,DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,organization,,,OBB – Austrian Federal Railways,**Hanns Wagner** OBB – Austrian Federal Railways,high,llm_only,,,pending,
P1,DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,document_type,unknown,unknown,conference_paper,Graz University of Technology,medium,llm_only,,,pending,
P1,DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,organization,,,Graz University of Technology,***Graz University of Technology***,high,llm_only,,,pending,
P1,DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,document_type,unknown,unknown,conference_proceedings,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,llm_only,,,pending,
P1,DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,organization,,,Graz University of Technology,***Graz University of Technology***,high,llm_only,,,pending,
P1,DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,document_type,unknown,unknown,conference_proceedings,"Austrian Tunnelling Seminar Ankara, March 31st &amp; April 1st, 2015",high,llm_only,,,pending,
P1,DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,organization,,,OBB – Austrian Federal Railways,**Hanns Wagner** OBB – Austrian Federal Railways,high,llm_only,,,pending,
P1,DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,document_type,unknown,unknown,conference_paper,Announcement: The journal **„Geomechanics and Tunnelling“** publishes international articles about geomechanics and all aspects of tunnelling.,medium,llm_only,,,pending,
P1,DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,organization,,,IGT Geotechnik und Tunnelbau ZT GmbH,**IGT Geotechnik und Tunnelbau ZT GmbH**,high,llm_only,,,pending,
P1,DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,document_type,unknown,unknown,conference_paper,"headings: 'RISK SHARING', 'EXAMPLE', 'CONCLUSION' and author affiliation typical of academic conference proceedings [evidence_not_grounded_in_context]",low,llm_only,,,pending,
P1,DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,organization,,,Graz University of Technology,***Graz University of Technology***,high,llm_only,,,pending,
P1,DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,document_type,unknown,unknown,technical_specification,**Austrian Standard ÖNORM B 2203-1**,high,llm_only,,,pending,
P1,DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,organization,,,Austrian Society for Geomechanics,**Austrian Society for Geomechanics**,high,llm_only,,,pending,
P1,DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,document_type,unknown,unknown,technical_specification,**Austrian Society for Geomechanics** **Guideline for the**,high,llm_only,,,pending,
P1,DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,organization,,,Austrian Society for Geomechanics,**Austrian Society for Geomechanics** **Guideline for the**,high,llm_only,,,pending,
P1,DOC000123,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,organization,,,Österreichische Gesellschaft für Geomechanik (Austrian Society for Geomechanics),ÖSTERREICHISCHE GESELLSCHAFT FÜR GEOMECHANIK AUSTRIAN SOCIETY FOR GEOMECHANICS,high,llm_only,,,pending,
P1,DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,organization,,,YILDIZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,**YILDIZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ**,high,llm_only,,,pending,
P1,DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,year,,,2009,"**İSTANBUL, 2009**",high,llm_only,,,pending,
P1,DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,document_type,unknown,unknown,presentation,TÜRK İ YE TÜNELC İ L İ K SEM İ NER İ 2013,high,llm_only,,,pending,
P1,DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,authority_level,,unclassified,C,TURK E TUNELCILIK SEMINERI2O13,high,llm_only,,,pending,
P1,DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,document_type,unknown,unknown,conference_proceedings,TURK E TUNELCILIK SEMINERI2O13,high,llm_only,,,pending,
P1,DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,organization,,,FUGRO SİAL Ltd. Şti.,Dr. Orhan Şİ M Ş EK FUGRO S İ AL Ltd. Ş ti. [suggested_value_not_supported_by_evidence],low,llm_only,,,pending,
P1,DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,authority_level,,unclassified,C,TURKIYE TUNELCILIK SEMINERI2O13,high,llm_only,,,pending,
P1,DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,document_type,unknown,unknown,presentation,TURKIYE TUNELCILIK SEMINERI2O13,high,llm_only,,,pending,
P1,DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,organization,,,YÜKSEL Proje Uluslararası A. Ş.,M. Kemal AKMAN YÜKSEL Proje Uluslararas ı A. Ş .,high,llm_only,,,pending,
P1,DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,document_type,unknown,unknown,presentation,SUNUM İ ÇER İĞİ,high,llm_only,,,pending,
P1,DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,organization,,,İMDER,İ MDER YÖNET İ M KURULU BA Ş KAN YARDIMCISI [suggested_value_not_supported_by_evidence],low,llm_only,,,pending,
P1,DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,document_type,unknown,unknown,presentation,Tünel Yönetim Sistemleri - Sunu İ çeri ğ i,high,llm_only,,,pending,
P1,DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,document_type,unknown,unknown,presentation,TÜRK İ YE TÜNELC İ L İ K SEM İ NER İ 2013,high,llm_only,,,pending,
P1,DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,organization,,,Karayolları Genel Müdürlüğü,Murat Dursun BARUT Karayolları Genel Müdürlüğü,high,llm_only,,,pending,
P1,DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,document_type,unknown,unknown,presentation,Mehmet/Literatur/YTMK Tünelcilik Semineri/2013/Nurettin Demir.pdf [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,organization,,,"Türkiye Cumhuriyeti Ulaştırma, Denizcilik ve Haberleşme Bakanlığı","## BAKANLIK Türkiye Cumhuriyeti Ulaştırma, Denizcilik ve Haberleşme Bakanlığı",high,llm_only,,,pending,
P1,DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,document_type,unknown,unknown,presentation,TURKIYE TÜNELCILIK SEMINERI2O13,high,llm_only,,,pending,
P1,DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,organization,,,İstanbul Teknik Üniversitesi,Prof.Dr. Mahir VARDAR İ stanbul Teknik Üniversitesi,high,llm_only,,,pending,
P1,DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,document_type,unknown,unknown,conference_paper,relative_path: Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/ [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,organization,,,ÖBB - Austrian Federal Railways,Bernd Moritz ÖBB - Austrian Federal Railways Hanns Wagner OBB - Austrian Federal Railways,high,llm_only,,,pending,
P1,DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,document_type,unknown,unknown,presentation,sunumlar,medium,llm_only,,,pending,
P1,DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,document_type,unknown,unknown,presentation,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,organization,,,Sika,Success Factors - Innovation Sika's long history of innovation has led to unparalleled success in becoming a recognized global technology leader,high,llm_only,,,pending,
P1,DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,document_type,unknown,unknown,conference_proceedings,TURKISH TUNNELLING SOCIETY,high,llm_only,,,pending,
P1,DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,organization,,,Turkish Tunnelling Society,TURKISH TUNNELLING SOCIETY,high,llm_only,,,pending,
P1,DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,document_type,unknown,unknown,presentation,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,high,llm_only,,,pending,
P1,DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,authority_level,,unclassified,C,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,high,llm_only,,,pending,
P1,DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,document_type,unknown,unknown,presentation,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,high,llm_only,,,pending,
P1,DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,organization,,,International Tunnelling and Underground Space Association (ITA),Professor Arnold Dix · President - International Tunnelling and Underground Space Association (ITA),high,llm_only,,,pending,
P1,DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,document_type,unknown,unknown,presentation,Sunumlar_2022 [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,document_type,unknown,unknown,presentation,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,high,llm_only,,,pending,
P1,DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,organization,,,İBB Raylı Sistem Projeler Şube Müdürlüğü,Setenay ULUDAĞ Müdür Yardımcısı İBB Raylı Sistem Projeler Şube Müdürlüğü,high,llm_only,,,pending,
P1,DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",document_type,unknown,unknown,presentation,TUNNEL TÜNELCILIKDERNEGI TURKISH TUNNELLING SOCIETY,high,llm_only,,,pending,
P1,DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",organization,,,Yapı Merkezi,"Yapı Merkezi with Obayashi and Kajima executed the civil, architectural and building MEP works",high,llm_only,,,pending,
P1,DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",document_type,unknown,unknown,presentation,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf [evidence_not_grounded_in_context]",low,llm_only,,,pending,
P1,DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",organization,,,İzmir Büyükşehir Belediyesi Raylı Sistem Dairesi Başkanlığı,İzmir Büyükşehir Belediyesi Raylı Sitem Dairesi Başkanlığı altında,high,llm_only,,,pending,
P1,DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",document_type,unknown,unknown,presentation,Dr. Ayhan KOÇBAY Daire Başkanı 29.11.2022 www.tunnelturkey.org,high,llm_only,,,pending,
P1,DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",organization,,,TARIM VE ORMAN BAKANLIĞI DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ Jeoteknik Hizmetler Dairesi Başkanlığı,TARIM VE ORMAN BAKANLIĞI DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ Jeoteknik Hizmetler Dairesi Başkanlığı,high,llm_only,,,pending,
P1,DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,document_type,unknown,unknown,presentation,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf [evidence_not_grounded_in_context],low,llm_only,,,pending,
P1,DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,organization,,,Mapei,2017 Mapei Endonezya Genel Müdürü,high,llm_only,,,pending,
P1,DOC000164,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,document_type,unknown,unknown,presentation,"TUNNEL ## HALKALI - ISTANBUL HAVALIMANI METRO HATTI 76,5 milyon metrekarelik alanı",high,llm_only,,,pending,
P1,DOC000164,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,organization,,,"ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞÜ ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI MÜSTEŞARLIK (AYGM)","İş veren: ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞ ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI MÜSTEŞARLIK (AYGM) [evidence_not_grounded_in_context]",low,llm_only,,,pending,
P1,DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,document_type,unknown,unknown,academic_article,"İMO Teknik Dergi, 2008 4471-4486, Yazı 295",high,llm_only,,,pending,
P1,DOC000168,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.pdf,organization,,,General Inspectorate of Road Transport in Poland,Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland,high,llm_only,,,pending,
P1,DOC000172,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,organization,,,General Inspectorate of Road Transport in Poland,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015",high,llm_only,,,pending,
P1,DOC000173,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,organization,,,General Inspectorate of Road Transport in Poland,"TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland Ankara, 16-19 March 2015",high,llm_only,,,pending,
P1,DOC000175,Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.pdf,organization,,,Tünelcilik Derneği,TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI,high,llm_only,,,pending,
P1,DOC000176,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,organization,,,Tünelcilik Derneği,TÜNELCİLİK dERNEğİ YÖNETİM KURULU BAŞKANı CHAIRMAN OF THE TURKISH TUNNELLING SOCIETY,high,llm_only,,,pending,
P1,DOC000176,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,year,,,2022,Ekim - Kasım - Aralık / October - November - December 2022 Yıl / Year:8 Sayı / Nr: 45,high,llm_only,,,pending,
P1,DOC000177,Tünel Dergisi/E-dergi_Tünel-35.pdf,organization,,,Tünelcilik Derneği,TÜNELCİLİK DERNEĞİ TURKISH TUNNELLING SOCIETY,high,llm_only,,,pending,
